ID,TARGET_LifeExpectancy
1,58.474405603660664
2,56.620267092624076
3,56.66434033185978
4,56.88708861412794
5,56.63899669537821
6,57.07301353925669
7,55.2367103895485
8,55.90918304063197
9,55.619432402341346
10,53.652339281281385
11,53.090863052658726
12,54.49874639125154
13,54.600140170245616
14,54.72327055709877
15,57.852911809667035
16,57.42365910057467
17,83.5381982392895
18,83.07074958411158
19,81.60167562314645
20,81.56472273966185
21,81.2028975019856
22,81.20083990911674
23,81.01559787380353
24,80.95080494533632
25,79.05986517151602
26,80.03074505098206
27,79.08819831645427
28,80.85237447526175
29,81.33045929197407
30,77.9201308503747
31,78.98548133612715
32,75.81260142084639
33,81.97912470225776
34,81.22280309927811
35,79.95970993166998
36,82.14653172597883
37,79.89325696065993
38,79.76075310653866
39,79.45209994949302
40,78.98987785206403
41,80.837784777715
42,77.48055923389117
43,79.00930482395205
44,78.61607635955802
45,77.77927470382438
46,80.69193962210441
47,79.3472294404868
48,78.97391632690562
49,75.72055119589676
50,77.935953176525
51,75.49986812698151
52,74.22376194286855
53,75.73566891782498
54,74.430907689676
55,76.22897225815476
56,76.04492844894973
57,75.50436698093193
58,75.30451688025494
59,75.14687421320508
60,75.06379034332967
61,74.9344925506004
62,77.46157753511255
63,73.9081699629686
64,69.44084972521479
65,72.75998113340506
66,72.63831945715015
67,72.28290703158535
68,72.50921810786197
69,70.66052003391191
70,72.11758126888616
71,72.70065652753998
72,69.62993690551785
73,69.19981831858114
74,68.98566036034111
75,69.09627641902975
76,69.15462145520185
77,71.77614162053362
78,69.77518418022034
79,69.25454822020919
80,68.93923676433337
81,75.74078470335172
82,74.70894287129151
83,76.54088296025583
84,75.11026028230998
85,73.40619161762918
86,74.25021009710836
87,72.5202705159877
88,74.35019151018135
89,75.72133919137862
90,76.08962310256078
91,72.31638243667213
92,68.61998745403037
93,71.17652041487185
94,68.86956449674001
95,69.26586504702324
96,67.28453383004799
97,57.35274497558579
98,59.77547629298448
99,55.09057419657099
100,56.26570036802231
101,55.09661625216195
102,56.34097925872139
103,55.76697576389945
104,55.44149160834993
105,55.50178496101943
106,55.287882246957096
107,55.19526113516706
108,54.40271750962237
109,54.1502756312335
110,54.11376677451423
111,53.83920502816917
112,54.15656916753041
113,70.02789335701067
114,66.47454336744997
115,66.25484400998234
116,65.02458169581934
117,68.38184119317621
118,63.87083683928737
119,63.39952405914434
120,62.644349526196685
121,63.41470930579349
122,58.30287517274617
123,58.955116827396495
124,57.581810547763
125,56.96212624348187
126,55.855453571111184
127,54.887485952896085
128,53.73568161279379
129,57.83743114968817
130,56.936269128549625
131,56.88570839366862
132,56.32304611135886
133,55.98518656928039
134,59.64367779130836
135,53.79487580430513
136,55.50230541262641
137,54.725877689481635
138,53.62285413800731
139,58.40333576137985
140,53.702533517787046
141,54.56959164982267
142,57.47040599817636
143,57.03181342607896
144,53.001310793849825
145,80.7088940193303
146,77.37815995386627
147,78.76069531406674
148,79.17192936772074
149,77.54724012766108
150,80.16033574980489
151,78.41715947720816
152,78.55778792478256
153,78.49555896045916
154,78.4006042027214
155,78.61083886807975
156,78.95865430243057
157,78.7748526999914
158,77.94724955372519
159,79.45888091730312
160,77.5084679251912
161,54.07359944706287
162,52.632138501575476
163,53.4489044725545
164,52.87569016944609
165,52.474315575168774
166,52.62750692061858
167,54.71757507520109
168,51.96391711832302
169,52.13978225692027
170,52.51503139441028
171,55.20800007318911
172,55.40733729573056
173,55.65275453831018
174,53.35994637131792
175,55.27959354045098
176,52.84399245027733
177,73.40076075903511
178,73.57959745048161
179,72.91313147378055
180,73.44238455050203
181,72.85514588254088
182,71.89543782544789
183,72.28764884434901
184,71.83672553025316
185,70.83426516867138
186,69.69079103258673
187,69.60423962214679
188,70.76230531428159
189,70.70838842578725
190,70.30151051525642
191,69.8486845349801
192,68.98954484260284
193,73.4947267815835
194,71.27281502749442
195,71.90033538853802
196,73.26032256557723
197,72.76469809873099
198,74.06588487430162
199,75.16844145547405
200,72.74065829042898
201,72.72029991061677
202,71.85150155791482
203,72.88858540279118
204,71.07398723688782
205,74.21034359825352
206,70.6664915466246
207,69.1184592317745
208,70.5925385465124
209,73.30004498414975
210,76.14931217053844
211,75.2695292251563
212,75.4301269577168
213,76.29069394907228
214,75.39527795539355
215,76.06231297742067
216,78.26596433019363
217,77.56645458142309
218,76.98560644157806
219,76.56172039775643
220,76.01702662707558
221,75.27985127564521
222,75.01654427629178
223,76.07675062511667
224,74.77959452958486
225,74.20468151322166
226,58.23007616079488
227,56.39580674966838
228,57.46286609578382
229,55.842147243466194
230,58.132512900712165
231,56.978501149245155
232,58.08991655459636
233,57.027590265258446
234,56.744827720000245
235,58.2432857940917
236,54.38096213279289
237,54.83755392188357
238,54.466827950644124
239,54.07410339607848
240,57.10083821831457
241,53.773927367250266
242,60.94433276270504
243,58.78742779306563
244,58.371066836318334
245,58.2016886231489
246,57.38742147839299
247,57.963920417233425
248,57.56179225527892
249,57.579317355247085
250,56.81910463765624
251,60.12685649256424
252,56.13319071973595
